Gene,Non-unique Gene name,Annotation,628C_scaffolds.fasta_PROKKA_09032023,629A2A_scaffolds.fasta_PROKKA_09032023,630A_scaffolds.fasta_PROKKA_09032023,631B_scaffolds.fasta_PROKKA_09032023,632B_scaffolds.fasta_PROKKA_09032023,633A_scaffolds.fasta_PROKKA_09032023,638A1_scaffolds.fasta_PROKKA_09032023,643E_scaffolds.fasta_PROKKA_09032023,649D1_scaffolds.fasta_PROKKA_09032023
group_1470,,hypothetical protein,AGBKPNDM_04647,OPLBPFOJ_03970,CBFJPJAN_04092,PFCICLLP_02113,IBOIIBEG_04173,MFFOPBKH_04713,POFILHDL_04848,DHNKKDKB_05039,PJIANKBB_04420
moaD,moaD,Molybdopterin synthase sulfur carrier subunit,AGBKPNDM_02744,OPLBPFOJ_03159,CBFJPJAN_03881,PFCICLLP_01824,IBOIIBEG_02173,MFFOPBKH_04202,POFILHDL_02641,DHNKKDKB_03608,PJIANKBB_04038
yraJ_2,yraJ_2,Outer membrane usher protein YraJ,AGBKPNDM_02728,OPLBPFOJ_03175,CBFJPJAN_03865,PFCICLLP_01808,IBOIIBEG_02188,MFFOPBKH_04186,POFILHDL_02625,DHNKKDKB_03624,PJIANKBB_04023
group_1468,,hypothetical protein,AGBKPNDM_05104,OPLBPFOJ_05628,CBFJPJAN_05655,PFCICLLP_04876,IBOIIBEG_06170,MFFOPBKH_05555,POFILHDL_05563,DHNKKDKB_05559,PJIANKBB_04218
group_1466,,hypothetical protein,AGBKPNDM_03674,OPLBPFOJ_03022,CBFJPJAN_03979,PFCICLLP_01960,IBOIIBEG_03884,MFFOPBKH_03520,POFILHDL_04247,DHNKKDKB_04818,PJIANKBB_03662
group_1465,,hypothetical protein,AGBKPNDM_02562,OPLBPFOJ_04328,CBFJPJAN_03707,PFCICLLP_04291,IBOIIBEG_02356,MFFOPBKH_04021,POFILHDL_02460,DHNKKDKB_03979,PJIANKBB_03548
group_1464,,hypothetical protein,AGBKPNDM_05692,OPLBPFOJ_05637,CBFJPJAN_05646,PFCICLLP_04885,IBOIIBEG_06179,MFFOPBKH_05564,POFILHDL_05572,DHNKKDKB_05568,PJIANKBB_04210
group_1463,,hypothetical protein,AGBKPNDM_04579,OPLBPFOJ_04038,CBFJPJAN_04160,PFCICLLP_02045,IBOIIBEG_04105,MFFOPBKH_04869,POFILHDL_04984,DHNKKDKB_05195,PJIANKBB_04488
group_1462,,hypothetical protein,AGBKPNDM_03723,OPLBPFOJ_03071,CBFJPJAN_03930,PFCICLLP_01911,IBOIIBEG_03835,MFFOPBKH_03569,POFILHDL_04296,DHNKKDKB_03520,PJIANKBB_03613
group_1461,,hypothetical protein,AGBKPNDM_03626,OPLBPFOJ_02974,CBFJPJAN_04027,PFCICLLP_02008,IBOIIBEG_03932,MFFOPBKH_03471,POFILHDL_04198,DHNKKDKB_04769,PJIANKBB_03711
lptG,lptG,Lipopolysaccharide export system permease protein LptG,AGBKPNDM_02677,OPLBPFOJ_03226,CBFJPJAN_03814,PFCICLLP_01757,IBOIIBEG_02240,MFFOPBKH_04135,POFILHDL_02574,DHNKKDKB_03675,PJIANKBB_03972
group_1460,,hypothetical protein,AGBKPNDM_04684,OPLBPFOJ_03934,CBFJPJAN_04056,PFCICLLP_02149,IBOIIBEG_04229,MFFOPBKH_04678,POFILHDL_04813,DHNKKDKB_05074,PJIANKBB_05469
mraY,mraY,Phospho-N-acetylmuramoyl-pentapeptide-transferase,AGBKPNDM_05447,OPLBPFOJ_03105,CBFJPJAN_05279,PFCICLLP_01877,IBOIIBEG_02119,MFFOPBKH_05287,POFILHDL_05080,DHNKKDKB_03554,PJIANKBB_04182
papC,papC,Outer membrane usher protein PapC,AGBKPNDM_02645,OPLBPFOJ_04244,CBFJPJAN_03791,PFCICLLP_04375,IBOIIBEG_02273,MFFOPBKH_04103,POFILHDL_02542,DHNKKDKB_03897,PJIANKBB_03462
pyrG_1,pyrG_1,CTP synthase,AGBKPNDM_03742,OPLBPFOJ_04790,CBFJPJAN_04969,PFCICLLP_04985,IBOIIBEG_04677,MFFOPBKH_03588,POFILHDL_04502,DHNKKDKB_04654,PJIANKBB_04507
prfA,prfA,Peptide chain release factor RF1,AGBKPNDM_04616,OPLBPFOJ_04001,CBFJPJAN_04123,PFCICLLP_02082,IBOIIBEG_04142,MFFOPBKH_04906,POFILHDL_04947,DHNKKDKB_05158,PJIANKBB_04451
clpB_2,clpB_2,Chaperone protein ClpB,AGBKPNDM_04570,OPLBPFOJ_04047,CBFJPJAN_04169,PFCICLLP_02036,IBOIIBEG_03960,MFFOPBKH_04860,POFILHDL_04993,DHNKKDKB_05204,PJIANKBB_04497
mutS,mutS,DNA mismatch repair protein MutS,AGBKPNDM_02578,OPLBPFOJ_04309,CBFJPJAN_03726,PFCICLLP_04310,IBOIIBEG_02338,MFFOPBKH_04038,POFILHDL_02477,DHNKKDKB_03962,PJIANKBB_03530
alaS,alaS,Alanine--tRNA ligase,AGBKPNDM_03781,OPLBPFOJ_04748,CBFJPJAN_04927,PFCICLLP_05027,IBOIIBEG_04637,MFFOPBKH_03632,POFILHDL_04546,DHNKKDKB_04610,PJIANKBB_04546
rpoN,rpoN,RNA polymerase sigma-54 factor,AGBKPNDM_03699,OPLBPFOJ_03047,CBFJPJAN_03954,PFCICLLP_01935,IBOIIBEG_03859,MFFOPBKH_03545,POFILHDL_04272,DHNKKDKB_03496,PJIANKBB_03637
spuE_3,spuE_3,Spermidine-binding periplasmic protein SpuE,AGBKPNDM_05122,OPLBPFOJ_05025,CBFJPJAN_05030,PFCICLLP_04858,IBOIIBEG_05567,MFFOPBKH_04938,POFILHDL_02391,DHNKKDKB_04049,PJIANKBB_04236
rluF,rluF,Dual-specificity RNA pseudouridine synthase RluF,AGBKPNDM_02544,OPLBPFOJ_04345,CBFJPJAN_03690,PFCICLLP_04274,IBOIIBEG_02372,MFFOPBKH_04004,POFILHDL_02444,DHNKKDKB_03996,PJIANKBB_03565
group_1459,,hypothetical protein,AGBKPNDM_02535,OPLBPFOJ_05424,CBFJPJAN_03681,PFCICLLP_04265,IBOIIBEG_02381,MFFOPBKH_03995,POFILHDL_02435,DHNKKDKB_04005,PJIANKBB_03574
group_1458,,hypothetical protein,AGBKPNDM_02724,OPLBPFOJ_03179,CBFJPJAN_03861,PFCICLLP_01804,IBOIIBEG_02192,MFFOPBKH_04182,POFILHDL_02621,DHNKKDKB_03628,PJIANKBB_04019
group_1457,,hypothetical protein,AGBKPNDM_02665,OPLBPFOJ_03238,CBFJPJAN_03802,PFCICLLP_01745,IBOIIBEG_02252,MFFOPBKH_04123,POFILHDL_02562,DHNKKDKB_03687,PJIANKBB_03960
ppc_1,ppc_1,Phosphoenolpyruvate carboxylase,AGBKPNDM_02517,OPLBPFOJ_05406,CBFJPJAN_03663,PFCICLLP_04247,IBOIIBEG_02399,MFFOPBKH_03976,POFILHDL_02416,DHNKKDKB_04024,PJIANKBB_03592
group_1456,,hypothetical protein,AGBKPNDM_03619,OPLBPFOJ_02967,CBFJPJAN_04034,PFCICLLP_02015,IBOIIBEG_03939,MFFOPBKH_03464,POFILHDL_04191,DHNKKDKB_04762,PJIANKBB_03718
group_1455,,hypothetical protein,AGBKPNDM_03648,OPLBPFOJ_02996,CBFJPJAN_04005,PFCICLLP_01986,IBOIIBEG_03910,MFFOPBKH_03494,POFILHDL_04221,DHNKKDKB_04792,PJIANKBB_03688
cbiG,cbiG,Cobalt-precorrin-5A hydrolase,AGBKPNDM_05103,OPLBPFOJ_05629,CBFJPJAN_05654,PFCICLLP_04877,IBOIIBEG_06171,MFFOPBKH_05556,POFILHDL_05564,DHNKKDKB_05560,PJIANKBB_04217
group_1454,,hypothetical protein,AGBKPNDM_04628,OPLBPFOJ_03989,CBFJPJAN_04111,PFCICLLP_02094,IBOIIBEG_04154,MFFOPBKH_04918,POFILHDL_04935,DHNKKDKB_05146,PJIANKBB_04439
rpsI,rpsI,30S ribosomal protein S9,AGBKPNDM_03661,OPLBPFOJ_03009,CBFJPJAN_03992,PFCICLLP_01973,IBOIIBEG_03897,MFFOPBKH_03507,POFILHDL_04234,DHNKKDKB_04805,PJIANKBB_03675
ddlA,ddlA,D-alanine--D-alanine ligase A,AGBKPNDM_04655,OPLBPFOJ_03962,CBFJPJAN_04084,PFCICLLP_02121,IBOIIBEG_04203,MFFOPBKH_04704,POFILHDL_04839,DHNKKDKB_05048,PJIANKBB_04412
apbC,apbC,Iron-sulfur cluster carrier protein,AGBKPNDM_02580,OPLBPFOJ_04307,CBFJPJAN_03728,PFCICLLP_04312,IBOIIBEG_02336,MFFOPBKH_04040,POFILHDL_02479,DHNKKDKB_03960,PJIANKBB_03528
entD,entD,Enterobactin synthase component D,AGBKPNDM_05727,OPLBPFOJ_05760,CBFJPJAN_05770,PFCICLLP_05769,IBOIIBEG_04590,MFFOPBKH_03661,POFILHDL_04576,DHNKKDKB_04580,PJIANKBB_04573
rimJ,rimJ,[Ribosomal protein S5]-alanine N-acetyltransferase,AGBKPNDM_04650,OPLBPFOJ_03967,CBFJPJAN_04089,PFCICLLP_02116,IBOIIBEG_04198,MFFOPBKH_04709,POFILHDL_04844,DHNKKDKB_05043,PJIANKBB_04417
mneA,mneA,Putative manganese exporter,AGBKPNDM_03732,OPLBPFOJ_03080,CBFJPJAN_03921,PFCICLLP_01902,IBOIIBEG_03826,MFFOPBKH_03578,POFILHDL_04305,DHNKKDKB_03529,PJIANKBB_03604
osmY_2,osmY_2,Osmoprotectant import permease protein OsmY,AGBKPNDM_03634,OPLBPFOJ_02982,CBFJPJAN_04019,PFCICLLP_02000,IBOIIBEG_03924,MFFOPBKH_03479,POFILHDL_04206,DHNKKDKB_04777,PJIANKBB_03703
group_1452,,hypothetical protein,AGBKPNDM_02525,OPLBPFOJ_05414,CBFJPJAN_03671,PFCICLLP_04255,IBOIIBEG_02391,MFFOPBKH_03985,POFILHDL_02425,DHNKKDKB_04015,PJIANKBB_03584
yscU_2,yscU_2,Yop proteins translocation protein U,AGBKPNDM_04637,OPLBPFOJ_03980,CBFJPJAN_04102,PFCICLLP_02103,IBOIIBEG_04163,MFFOPBKH_04723,POFILHDL_04858,DHNKKDKB_05029,PJIANKBB_04430
malT_3,malT_3,HTH-type transcriptional regulator MalT,AGBKPNDM_05465,OPLBPFOJ_03087,CBFJPJAN_05297,PFCICLLP_01895,IBOIIBEG_05987,MFFOPBKH_05269,POFILHDL_05062,DHNKKDKB_03536,PJIANKBB_04200
ddl,ddl,D-alanine--D-alanine ligase,AGBKPNDM_05442,OPLBPFOJ_03111,CBFJPJAN_05274,PFCICLLP_01872,IBOIIBEG_02124,MFFOPBKH_05292,POFILHDL_05085,DHNKKDKB_03559,PJIANKBB_04177
yhdY,yhdY,Inner membrane amino-acid ABC transporter permease protein YhdY,AGBKPNDM_02738,OPLBPFOJ_03165,CBFJPJAN_03875,PFCICLLP_01818,IBOIIBEG_02179,MFFOPBKH_04196,POFILHDL_02635,DHNKKDKB_03614,PJIANKBB_04032
group_1451,,hypothetical protein,AGBKPNDM_02681,OPLBPFOJ_03222,CBFJPJAN_03818,PFCICLLP_01761,IBOIIBEG_02236,MFFOPBKH_04139,POFILHDL_02578,DHNKKDKB_03671,PJIANKBB_03976
ychF,ychF,Ribosome-binding ATPase YchF,AGBKPNDM_04625,OPLBPFOJ_03992,CBFJPJAN_04114,PFCICLLP_02091,IBOIIBEG_04151,MFFOPBKH_04915,POFILHDL_04938,DHNKKDKB_05149,PJIANKBB_04442
group_1450,,putative protein,AGBKPNDM_04597,OPLBPFOJ_04020,CBFJPJAN_04142,PFCICLLP_02063,IBOIIBEG_04123,MFFOPBKH_04887,POFILHDL_04966,DHNKKDKB_05177,PJIANKBB_04470
ileS,ileS,Isoleucine--tRNA ligase,AGBKPNDM_04584,OPLBPFOJ_04033,CBFJPJAN_04155,PFCICLLP_02050,IBOIIBEG_04110,MFFOPBKH_04874,POFILHDL_04979,DHNKKDKB_05190,PJIANKBB_04483
group_1448,,hypothetical protein,AGBKPNDM_02551,OPLBPFOJ_04338,CBFJPJAN_03697,PFCICLLP_04281,IBOIIBEG_02365,MFFOPBKH_04011,POFILHDL_02451,DHNKKDKB_03989,PJIANKBB_03558
group_1447,,hypothetical protein,AGBKPNDM_04685,OPLBPFOJ_03933,CBFJPJAN_04055,PFCICLLP_02150,IBOIIBEG_04230,MFFOPBKH_04677,POFILHDL_04812,DHNKKDKB_05075,PJIANKBB_05470
group_1446,,hypothetical protein,AGBKPNDM_04633,OPLBPFOJ_03984,CBFJPJAN_04106,PFCICLLP_02099,IBOIIBEG_04159,MFFOPBKH_04727,POFILHDL_04862,DHNKKDKB_05025,PJIANKBB_04434
valS,valS,Valine--tRNA ligase,AGBKPNDM_02682,OPLBPFOJ_03221,CBFJPJAN_03819,PFCICLLP_01762,IBOIIBEG_02235,MFFOPBKH_04140,POFILHDL_02579,DHNKKDKB_03670,PJIANKBB_03977
group_1445,,hypothetical protein,AGBKPNDM_03622,OPLBPFOJ_02970,CBFJPJAN_04031,PFCICLLP_02012,IBOIIBEG_03936,MFFOPBKH_03467,POFILHDL_04194,DHNKKDKB_04765,PJIANKBB_03715
group_1443,,hypothetical protein,AGBKPNDM_05730,OPLBPFOJ_05763,CBFJPJAN_05767,PFCICLLP_05766,IBOIIBEG_04593,MFFOPBKH_03658,POFILHDL_04573,DHNKKDKB_04583,PJIANKBB_04570
rl5,rl5,Polyphenol oxidase,AGBKPNDM_04654,OPLBPFOJ_03963,CBFJPJAN_04085,PFCICLLP_02120,IBOIIBEG_04202,MFFOPBKH_04705,POFILHDL_04840,DHNKKDKB_05047,PJIANKBB_04413
group_1442,,hypothetical protein,AGBKPNDM_04576,OPLBPFOJ_04041,CBFJPJAN_04163,PFCICLLP_02042,IBOIIBEG_04102,MFFOPBKH_04866,POFILHDL_04987,DHNKKDKB_05198,PJIANKBB_04491
group_1440,,hypothetical protein,AGBKPNDM_02775,OPLBPFOJ_03128,CBFJPJAN_03912,PFCICLLP_01855,IBOIIBEG_02141,MFFOPBKH_05634,POFILHDL_05102,DHNKKDKB_03576,PJIANKBB_04160
group_1439,,hypothetical protein,AGBKPNDM_02768,OPLBPFOJ_03135,CBFJPJAN_03905,PFCICLLP_01848,IBOIIBEG_02149,MFFOPBKH_04227,POFILHDL_02666,DHNKKDKB_03583,PJIANKBB_04152
czcB,czcB,Cobalt-zinc-cadmium resistance protein CzcB,AGBKPNDM_04667,OPLBPFOJ_03950,CBFJPJAN_04072,PFCICLLP_02133,IBOIIBEG_04215,MFFOPBKH_04692,POFILHDL_04827,DHNKKDKB_05060,PJIANKBB_05455
namA,namA,NADPH dehydrogenase,AGBKPNDM_02538,OPLBPFOJ_05427,CBFJPJAN_03684,PFCICLLP_04268,IBOIIBEG_02378,MFFOPBKH_03998,POFILHDL_02438,DHNKKDKB_04002,PJIANKBB_03571
group_1437,,hypothetical protein,AGBKPNDM_02559,OPLBPFOJ_04331,CBFJPJAN_03704,PFCICLLP_04288,IBOIIBEG_02359,MFFOPBKH_04018,POFILHDL_02457,DHNKKDKB_03982,PJIANKBB_03551
group_1436,,hypothetical protein,AGBKPNDM_04642,OPLBPFOJ_03975,CBFJPJAN_04097,PFCICLLP_02108,IBOIIBEG_04168,MFFOPBKH_04718,POFILHDL_04853,DHNKKDKB_05034,PJIANKBB_04425
yfiH,yfiH,Polyphenol oxidase,AGBKPNDM_04571,OPLBPFOJ_04046,CBFJPJAN_04168,PFCICLLP_02037,IBOIIBEG_03961,MFFOPBKH_04861,POFILHDL_04992,DHNKKDKB_05203,PJIANKBB_04496
rstA_3,rstA_3,Transcriptional regulatory protein RstA,AGBKPNDM_05729,OPLBPFOJ_05762,CBFJPJAN_05768,PFCICLLP_05767,IBOIIBEG_04592,MFFOPBKH_03659,POFILHDL_04574,DHNKKDKB_04582,PJIANKBB_04571
algL,algL,Alginate lyase,AGBKPNDM_02757,OPLBPFOJ_03146,CBFJPJAN_03894,PFCICLLP_01837,IBOIIBEG_02160,MFFOPBKH_04215,POFILHDL_02654,DHNKKDKB_03595,PJIANKBB_04141
cueR_2,cueR_2,HTH-type transcriptional regulator CueR,AGBKPNDM_05688,OPLBPFOJ_05641,CBFJPJAN_05642,PFCICLLP_04889,IBOIIBEG_06183,MFFOPBKH_05568,POFILHDL_05576,DHNKKDKB_05572,PJIANKBB_04206
btuD_7,btuD_7,Vitamin B12 import ATP-binding protein BtuD,AGBKPNDM_02596,OPLBPFOJ_04290,CBFJPJAN_03745,PFCICLLP_04329,IBOIIBEG_02319,MFFOPBKH_04057,POFILHDL_02496,DHNKKDKB_03943,PJIANKBB_03511
rhtC_2,rhtC_2,Threonine efflux protein,AGBKPNDM_04656,OPLBPFOJ_03961,CBFJPJAN_04083,PFCICLLP_02122,IBOIIBEG_04204,MFFOPBKH_04703,POFILHDL_04838,DHNKKDKB_05049,PJIANKBB_04411
lptB_4,lptB_4,Lipopolysaccharide export system ATP-binding protein LptB,AGBKPNDM_03700,OPLBPFOJ_03048,CBFJPJAN_03953,PFCICLLP_01934,IBOIIBEG_03858,MFFOPBKH_03546,POFILHDL_04273,DHNKKDKB_03497,PJIANKBB_03636
group_1434,,hypothetical protein,AGBKPNDM_02637,OPLBPFOJ_04252,CBFJPJAN_03783,PFCICLLP_04367,IBOIIBEG_02281,MFFOPBKH_04095,POFILHDL_02534,DHNKKDKB_03905,PJIANKBB_03470
mdtB_3,mdtB_3,Multidrug resistance protein MdtB,AGBKPNDM_05432,OPLBPFOJ_03121,CBFJPJAN_05264,PFCICLLP_01862,IBOIIBEG_02134,MFFOPBKH_05302,POFILHDL_05095,DHNKKDKB_03569,PJIANKBB_04167
recX,recX,Regulatory protein RecX,AGBKPNDM_02555,OPLBPFOJ_04335,CBFJPJAN_03700,PFCICLLP_04284,IBOIIBEG_02362,MFFOPBKH_04014,POFILHDL_02454,DHNKKDKB_03986,PJIANKBB_03555
cusA,cusA,Cation efflux system protein CusA,AGBKPNDM_05136,OPLBPFOJ_05011,CBFJPJAN_05016,PFCICLLP_04844,IBOIIBEG_05553,MFFOPBKH_04923,POFILHDL_02376,DHNKKDKB_04064,PJIANKBB_04250
group_1433,,hypothetical protein,AGBKPNDM_03768,OPLBPFOJ_04761,CBFJPJAN_04940,PFCICLLP_05014,IBOIIBEG_04650,MFFOPBKH_03619,POFILHDL_04533,DHNKKDKB_04623,PJIANKBB_04533
group_1432,,hypothetical protein,AGBKPNDM_02553,OPLBPFOJ_04336,CBFJPJAN_03699,PFCICLLP_04283,IBOIIBEG_02363,MFFOPBKH_04013,POFILHDL_02453,DHNKKDKB_03987,PJIANKBB_03556
group_1431,,hypothetical protein,AGBKPNDM_03726,OPLBPFOJ_03074,CBFJPJAN_03927,PFCICLLP_01908,IBOIIBEG_03832,MFFOPBKH_03572,POFILHDL_04299,DHNKKDKB_03523,PJIANKBB_03610
czcA_2,czcA_2,Cobalt-zinc-cadmium resistance protein CzcA,AGBKPNDM_04666,OPLBPFOJ_03951,CBFJPJAN_04073,PFCICLLP_02132,IBOIIBEG_04214,MFFOPBKH_04693,POFILHDL_04828,DHNKKDKB_05059,PJIANKBB_05454
flgB,flgB,Flagellar basal body rod protein FlgB,AGBKPNDM_03799,OPLBPFOJ_04729,CBFJPJAN_04909,PFCICLLP_05046,IBOIIBEG_04605,MFFOPBKH_03653,POFILHDL_04568,DHNKKDKB_04588,PJIANKBB_04564
mreC,mreC,Cell shape-determining protein MreC,AGBKPNDM_03681,OPLBPFOJ_03029,CBFJPJAN_03972,PFCICLLP_01953,IBOIIBEG_03877,MFFOPBKH_03527,POFILHDL_04254,DHNKKDKB_03478,PJIANKBB_03655
lptF,lptF,Lipopolysaccharide export system permease protein LptF,AGBKPNDM_02678,OPLBPFOJ_03225,CBFJPJAN_03815,PFCICLLP_01758,IBOIIBEG_02239,MFFOPBKH_04136,POFILHDL_02575,DHNKKDKB_03674,PJIANKBB_03973
group_1430,,hypothetical protein,AGBKPNDM_03647,OPLBPFOJ_02995,CBFJPJAN_04006,PFCICLLP_01987,IBOIIBEG_03911,MFFOPBKH_03493,POFILHDL_04220,DHNKKDKB_04791,PJIANKBB_03689
flgD,flgD,Basal-body rod modification protein FlgD,AGBKPNDM_03801,OPLBPFOJ_04727,CBFJPJAN_04907,PFCICLLP_05048,IBOIIBEG_04603,MFFOPBKH_03655,POFILHDL_04570,DHNKKDKB_04586,PJIANKBB_04566
group_1429,,hypothetical protein,AGBKPNDM_02698,OPLBPFOJ_03205,CBFJPJAN_03835,PFCICLLP_01778,IBOIIBEG_02219,MFFOPBKH_04156,POFILHDL_02595,DHNKKDKB_03654,PJIANKBB_03993
group_1427,,hypothetical protein,AGBKPNDM_02748,OPLBPFOJ_03155,CBFJPJAN_03885,PFCICLLP_01828,IBOIIBEG_02169,MFFOPBKH_04206,POFILHDL_02645,DHNKKDKB_03604,PJIANKBB_04042
group_1426,,hypothetical protein,AGBKPNDM_02632,OPLBPFOJ_04254,CBFJPJAN_03781,PFCICLLP_04365,IBOIIBEG_02283,MFFOPBKH_04093,POFILHDL_02532,DHNKKDKB_03907,PJIANKBB_03472
group_1425,,hypothetical protein,AGBKPNDM_02611,OPLBPFOJ_04275,CBFJPJAN_03760,PFCICLLP_04344,IBOIIBEG_02304,MFFOPBKH_04072,POFILHDL_02511,DHNKKDKB_03928,PJIANKBB_03496
group_1424,rcsC_12,Sensor histidine kinase RcsC,AGBKPNDM_02723,OPLBPFOJ_03180,CBFJPJAN_03860,PFCICLLP_01803,IBOIIBEG_02193,MFFOPBKH_04181,POFILHDL_02620,DHNKKDKB_03629,PJIANKBB_04018
glnQ_4,glnQ_4,Glutamine transport ATP-binding protein GlnQ,AGBKPNDM_02605,OPLBPFOJ_04281,CBFJPJAN_03754,PFCICLLP_04338,IBOIIBEG_02310,MFFOPBKH_04066,POFILHDL_02505,DHNKKDKB_03934,PJIANKBB_03502
prtR_2,prtR_2,HTH-type transcriptional regulator PrtR,AGBKPNDM_02576,OPLBPFOJ_04313,CBFJPJAN_03722,PFCICLLP_04306,IBOIIBEG_02342,MFFOPBKH_04036,POFILHDL_02475,DHNKKDKB_03964,PJIANKBB_03534
group_1423,,hypothetical protein,AGBKPNDM_02541,OPLBPFOJ_05430,CBFJPJAN_03687,PFCICLLP_04271,IBOIIBEG_02375,MFFOPBKH_04001,POFILHDL_02441,DHNKKDKB_03999,PJIANKBB_03568
group_1422,,hypothetical protein,AGBKPNDM_04643,OPLBPFOJ_03974,CBFJPJAN_04096,PFCICLLP_02109,IBOIIBEG_04169,MFFOPBKH_04717,POFILHDL_04852,DHNKKDKB_05035,PJIANKBB_04424
pilA,pilA,Fimbrial protein,AGBKPNDM_03611,OPLBPFOJ_02960,CBFJPJAN_04041,PFCICLLP_02022,IBOIIBEG_03946,MFFOPBKH_03457,POFILHDL_04184,DHNKKDKB_04755,PJIANKBB_03726
group_1420,,hypothetical protein,AGBKPNDM_03690,OPLBPFOJ_03038,CBFJPJAN_03963,PFCICLLP_01944,IBOIIBEG_03868,MFFOPBKH_03536,POFILHDL_04263,DHNKKDKB_03487,PJIANKBB_03646
group_1419,,hypothetical protein,AGBKPNDM_03692,OPLBPFOJ_03040,CBFJPJAN_03961,PFCICLLP_01942,IBOIIBEG_03866,MFFOPBKH_03538,POFILHDL_04265,DHNKKDKB_03489,PJIANKBB_03644
group_1418,,hypothetical protein,AGBKPNDM_02620,OPLBPFOJ_04266,CBFJPJAN_03769,PFCICLLP_04353,IBOIIBEG_02295,MFFOPBKH_04081,POFILHDL_02520,DHNKKDKB_03919,PJIANKBB_03487
glpQ,glpQ,Glycerophosphodiester phosphodiesterase,AGBKPNDM_03739,OPLBPFOJ_04793,CBFJPJAN_04972,PFCICLLP_04982,IBOIIBEG_04680,MFFOPBKH_03585,POFILHDL_04499,DHNKKDKB_04657,PJIANKBB_04504
mdtL,mdtL,Multidrug resistance protein MdtL,AGBKPNDM_05118,OPLBPFOJ_05029,CBFJPJAN_05034,PFCICLLP_04862,IBOIIBEG_05571,MFFOPBKH_04942,POFILHDL_02395,DHNKKDKB_04045,PJIANKBB_04232
group_1417,,hypothetical protein,AGBKPNDM_02729,OPLBPFOJ_03174,CBFJPJAN_03866,PFCICLLP_01809,IBOIIBEG_02187,MFFOPBKH_04187,POFILHDL_02626,DHNKKDKB_03623,PJIANKBB_04024
gatA~~~gatA_1,gatA;gatA_1,Glutamyl-tRNA(Gln) amidotransferase subunit A,AGBKPNDM_03678,OPLBPFOJ_03026,CBFJPJAN_03975,PFCICLLP_01956,IBOIIBEG_03880,MFFOPBKH_03524,POFILHDL_04251,DHNKKDKB_04822,PJIANKBB_03658
metH,metH,Methionine synthase,AGBKPNDM_05696,OPLBPFOJ_05633,CBFJPJAN_05650,PFCICLLP_04881,IBOIIBEG_06175,MFFOPBKH_05560,POFILHDL_05568,DHNKKDKB_05564,PJIANKBB_04213
group_1416,,Extracellular serine protease,AGBKPNDM_02746,OPLBPFOJ_03157,CBFJPJAN_03883,PFCICLLP_01826,IBOIIBEG_02171,MFFOPBKH_04204,POFILHDL_02643,DHNKKDKB_03606,PJIANKBB_04040
group_1415,,hypothetical protein,AGBKPNDM_05127,OPLBPFOJ_05020,CBFJPJAN_05025,PFCICLLP_04853,IBOIIBEG_05562,MFFOPBKH_04932,POFILHDL_02385,DHNKKDKB_04055,PJIANKBB_04241
cobN,cobN,Aerobic cobaltochelatase subunit CobN,AGBKPNDM_05107,OPLBPFOJ_05040,CBFJPJAN_05045,PFCICLLP_04873,IBOIIBEG_05582,MFFOPBKH_04953,POFILHDL_02406,DHNKKDKB_04034,PJIANKBB_04221
group_1414,,hypothetical protein,AGBKPNDM_03685,OPLBPFOJ_03033,CBFJPJAN_03968,PFCICLLP_01949,IBOIIBEG_03873,MFFOPBKH_03531,POFILHDL_04258,DHNKKDKB_03482,PJIANKBB_03651
mmgC_5,mmgC_5,Acyl-CoA dehydrogenase,AGBKPNDM_03658,OPLBPFOJ_03006,CBFJPJAN_03995,PFCICLLP_01976,IBOIIBEG_03900,MFFOPBKH_03504,POFILHDL_04231,DHNKKDKB_04802,PJIANKBB_03678
group_1413,,hypothetical protein,AGBKPNDM_04682,OPLBPFOJ_03936,CBFJPJAN_04058,PFCICLLP_02147,IBOIIBEG_04227,MFFOPBKH_04680,POFILHDL_04815,DHNKKDKB_05072,PJIANKBB_05467
group_1412,,hypothetical protein,AGBKPNDM_02778,OPLBPFOJ_03125,CBFJPJAN_03915,PFCICLLP_01858,IBOIIBEG_02138,MFFOPBKH_05637,POFILHDL_05099,DHNKKDKB_03573,PJIANKBB_04163
pdxJ,pdxJ,Pyridoxine 5'-phosphate synthase,AGBKPNDM_02671,OPLBPFOJ_03232,CBFJPJAN_03808,PFCICLLP_01751,IBOIIBEG_02246,MFFOPBKH_04129,POFILHDL_02568,DHNKKDKB_03681,PJIANKBB_03966
cmoA,cmoA,Carboxy-S-adenosyl-L-methionine synthase,AGBKPNDM_02667,OPLBPFOJ_03236,CBFJPJAN_03804,PFCICLLP_01747,IBOIIBEG_02250,MFFOPBKH_04125,POFILHDL_02564,DHNKKDKB_03685,PJIANKBB_03962
macA_3,macA_3,Macrolide export protein MacA,AGBKPNDM_05112,OPLBPFOJ_05035,CBFJPJAN_05040,PFCICLLP_04868,IBOIIBEG_05577,MFFOPBKH_04948,POFILHDL_02401,DHNKKDKB_04039,PJIANKBB_04226
sspB,sspB,Stringent starvation protein B,AGBKPNDM_03666,OPLBPFOJ_03014,CBFJPJAN_03987,PFCICLLP_01968,IBOIIBEG_03892,MFFOPBKH_03512,POFILHDL_04239,DHNKKDKB_04810,PJIANKBB_03670
