623B.fasta_final-viral-boundary.tsv	seqname	trim_orf_index_start	trim_orf_index_end	trim_bp_start	trim_bp_end	trim_pr	trim_pr_max	prox_orf_index_start	prox_orf_index_end	prox_bp_start	prox_bp_end	prox_pr	prox_pr_max	partial	full_orf_index_start	full_orf_index_end	full_bp_start	full_bp_end	pr_full	arc	bac	euk	vir	mix	unaligned	hallmark_cnt	group	shape	seqname_new	final_max_score	final_max_score_group
CP6A.fasta_final-viral-boundary.tsv	seqname	trim_orf_index_start	trim_orf_index_end	trim_bp_start	trim_bp_end	trim_pr	trim_pr_max	prox_orf_index_start	prox_orf_index_end	prox_bp_start	prox_bp_end	prox_pr	prox_pr_max	partial	full_orf_index_start	full_orf_index_end	full_bp_start	full_bp_end	pr_full	arc	bac	euk	vir	mix	unaligned	hallmark_cnt	group	shape	seqname_new	final_max_score	final_max_score_group
CP6A.fasta_final-viral-boundary.tsv	NODE_63_length_1045_cov_77.397727	1	2	1	1037	0.98	0.98	1	2	1	1037	NA	NA	0	1	2	1	1037	0.98	0.0	0.0	0.0	100.0	0.0	0.0	0	ssDNA	linear	NODE_63_length_1045_cov_77.397727||full	0.98	ssDNA
CP6A.fasta_final-viral-boundary.tsv	NODE_58_length_2108_cov_38.922698	1	3	3	2052	0.987	0.987	1	3	3	2052	NA	NA	0	1	3	3	2052	0.987	0.0	0.0	0.0	100.0	0.0	0.0	1	dsDNAphage	linear	NODE_58_length_2108_cov_38.922698||full	0.987	dsDNAphage
CP6A.fasta_final-viral-boundary.tsv	NODE_57_length_2632_cov_34.514286	1	5	3	2632	0.993	0.993	1	5	3	2632	NA	NA	0	1	5	3	2632	0.993	0.0	20.0	0.0	60.0	0.0	20.0	2	dsDNAphage	linear	NODE_57_length_2632_cov_34.514286||full	0.993	dsDNAphage
CP6A.fasta_final-viral-boundary.tsv	NODE_54_length_3564_cov_49.370232	1	7	3	3563	0.92	0.92	1	7	3	3563	NA	NA	0	1	7	3	3563	0.92	0.0	14.3	0.0	28.6	14.3	42.9	1	dsDNAphage	linear	NODE_54_length_3564_cov_49.370232||full	0.92	dsDNAphage
CP6A.fasta_final-viral-boundary.tsv	NODE_40_length_37564_cov_217.814736	1	51	495	37297	0.993	1.0	1	51	495	37297	NA	NA	0	1	51	495	37297	0.993	0.0	2.0	0.0	74.5	2.0	21.6	16	dsDNAphage	linear	NODE_40_length_37564_cov_217.814736||full	0.993	dsDNAphage
CP6A.fasta_final-viral-boundary.tsv	NODE_35_length_57177_cov_21.607443	1	59	632	54756	0.887	0.907	1	61	632	56995	NA	NA	0	1	61	632	56995	0.853	0.0	27.9	0.0	36.1	16.4	19.7	7	dsDNAphage	linear	NODE_35_length_57177_cov_21.607443||full	0.887	dsDNAphage
CP6A.fasta_final-viral-boundary.tsv	NODE_3_length_561591_cov_22.304945	202	344	193444	315065	0.867	0.893	202	344	193444	315065	0.867	0.96	1	1	553	137	561410	0.547	0.0	27.1	0.0	33.5	12.9	26.5	11	dsDNAphage	linear	NODE_3_length_561591_cov_22.304945||0_partial	0.867	dsDNAphage
CP6A.fasta_final-viral-boundary.tsv	NODE_3_length_561591_cov_22.304945	97	199	104405	190688	0.927	0.973	97	200	104405	191390	0.907	1.0	1	1	553	137	561410	0.547	0.0	17.2	0.9	37.9	11.2	32.8	18	dsDNAphage	linear	NODE_3_length_561591_cov_22.304945||1_partial	0.927	dsDNAphage
CP6A.fasta_final-viral-boundary.tsv	NODE_30_length_79754_cov_22.469132	66	85	64107	79752	0.953	0.953	66	85	64107	79752	0.953	0.987	1	1	85	307	79752	0.427	0.0	20.0	0.0	30.0	5.0	45.0	4	dsDNAphage	linear	NODE_30_length_79754_cov_22.469132||0_partial	0.953	dsDNAphage
CP6A.fasta_final-viral-boundary.tsv	NODE_19_length_123298_cov_22.195015	1	30	3	23418	0.893	0.94	1	30	3	23418	0.893	0.987	1	1	123	3	123183	0.313	0.0	23.8	0.0	26.2	16.7	33.3	2	dsDNAphage	linear	NODE_19_length_123298_cov_22.195015||0_partial	0.893	dsDNAphage
CP6A.fasta_final-viral-boundary.tsv	NODE_16_length_136125_cov_38.706442	38	51	28152	38850	0.927	0.927	38	51	28152	38850	0.927	0.927	1	1	148	1	136020	0.493	0.0	53.8	0.0	11.5	0.0	34.6	1	dsDNAphage	linear	NODE_16_length_136125_cov_38.706442||0_partial	0.927	dsDNAphage
CP6A.fasta_final-viral-boundary.tsv	NODE_15_length_142547_cov_21.587296	40	80	40108	76517	0.893	0.927	40	81	40108	77568	0.88	0.973	1	1	140	149	142447	0.467	0.0	27.8	0.0	31.5	31.5	9.3	10	dsDNAphage	linear	NODE_15_length_142547_cov_21.587296||0_partial	0.893	dsDNAphage
CP6A.fasta_final-viral-boundary.tsv	NODE_13_length_179333_cov_21.965703	121	155	119138	146446	0.9	0.92	121	155	119138	146446	0.9	1.0	1	1	182	2	179333	0.213	0.0	38.3	0.0	21.3	8.5	31.9	1	dsDNAphage	linear	NODE_13_length_179333_cov_21.965703||0_partial	0.9	dsDNAphage
CP6A.fasta_final-viral-boundary.tsv	NODE_10_length_203603_cov_21.641677	114	210	129410	199965	0.9	0.94	114	210	129410	199965	0.9	0.993	1	1	213	215	203603	0.693	0.0	25.0	0.0	28.0	15.0	32.0	11	dsDNAphage	linear	NODE_10_length_203603_cov_21.641677||0_partial	0.9	dsDNAphage
